Identifier,Recipient Org:Charity Number,income,GENERAL CHARITABLE PURPOSES,EDUCATION/TRAINING,THE ADVANCEMENT OF HEALTH OR SAVING OF LIVES,DISABILITY,THE PREVENTION OR RELIEF OF POVERTY,OVERSEAS AID/FAMINE RELIEF,ACCOMMODATION/HOUSING,RELIGIOUS ACTIVITIES,ARTS/CULTURE/HERITAGE/SCIENCE,AMATEUR SPORT,ANIMALS,ENVIRONMENT/CONSERVATION/HERITAGE,ECONOMIC/COMMUNITY DEVELOPMENT/EMPLOYMENT,ARMED FORCES/EMERGENCY SERVICE EFFICIENCY,HUMAN RIGHTS/RELIGIOUS OR RACIAL HARMONY/EQUALITY OR DIVERSITY,RECREATION,OTHER CHARITABLE PURPOSES,CHILDREN/YOUNG PEOPLE,ELDERLY/OLD PEOPLE,PEOPLE WITH DISABILITIES,PEOPLE OF A PARTICULAR ETHNIC OR RACIAL ORIGIN,OTHER CHARITIES OR VOLUNTARY BODIES,OTHER DEFINED GROUPS,THE GENERAL PUBLIC/MANKIND,MAKES GRANTS TO INDIVIDUALS,MAKES GRANTS TO ORGANISATIONS,PROVIDES OTHER FINANCE,PROVIDES HUMAN RESOURCES,PROVIDES BUILDINGS/FACILITIES/OPEN SPACE,PROVIDES SERVICES,PROVIDES ADVOCACY/ADVICE/INFORMATION,SPONSORS OR UNDERTAKES RESEARCH,ACTS AS AN UMBRELLA OR RESOURCE BODY,OTHER CHARITABLE ACTIVITIES
360G-blf-0030000440,1053511,41010,,,,,,,,,,1,,,,,,,,,,1,,,,,,,,1,,,,,,
360G-blf-0030000146,1016226,333377,,,1,1,,,,,,,,,1,,,,1,1,1,1,,,,,,,,1,,,1,,,1
360G-blf-0030000710,304703,12408,1,,,,,,,,,,,,,,,,,,,,,,,1,,,,,1,,,,,
360G-blf-0030006091,1109944,,,1,1,1,1,,,,1,,,,,,,,,1,1,1,,,1,,,1,,1,,1,1,1,1,
360G-blf-0030002055,229961,9336,,1,,,,,,,1,1,,,,,,1,,1,1,,,,,1,,,,,,1,,,,1
360G-blf-0030006027,1061143,3093,,,,,,,,,1,,,,,,,,,1,,1,,,,,,,,1,,1,,,,
360G-blf-0030000327,1063717,10273000,,1,,1,,,1,,,,,,,,,,,,,1,,,,,,,,1,1,1,1,,,
360G-blf-0030002478,1097050,39266,,1,,,,,,,,1,,,,,,,,1,,,,,,,,,,1,1,1,1,,,
360G-blf-0030000266,258197,31451000,,,1,1,,,,,,,,,,,,,,,,1,,,,,1,1,,,,1,1,1,,
360G-blf-0030000205,1020861,,,1,,,,,,,,1,,1,,,,,,,,,,,,1,,,,,,,,,,
360G-blf-0030002429,1120421,,,,1,,,,,,,,,,,,,,,,,,1,,,,,,,,,,1,1,1,
360G-blf-0030000585,1099071,115019,,1,1,1,,,,,,,,,,,,,,,1,1,,,,,,,,,,,1,,,
360G-blf-0030000318,1097019,29981,,1,,,,,,,,,,1,1,,,,,1,,,,,,1,,1,,,1,1,1,1,1,
360G-blf-0030000882,1127172,,,,,,,,,,1,,,,,,,,,1,1,1,,,1,,,,,,,1,,,,
360G-blf-0030000446,1118595,11362,,1,,1,,,,,,1,,,,,,,,1,,1,,,,,,,,1,,1,,,,
360G-blf-0030002599,1120196,5651,,1,,,,,,,,,,,,,,,,1,,,,,,1,,,,,1,,,,,
360G-blf-0030002532,1117367,9907,,1,,,,,,,,1,,,,,,,,1,,,,,,,,,1,,,,,,,
360G-blf-0030001162,1026433,90412,,1,,,,,,,,,,,,,,,,1,,,,,,,,,,1,1,1,,,,
360G-blf-0030076383,1070956,3067,1,,,,,,,,,,,,,,,,,,1,1,,1,1,,,,1,,,,,,,
360G-blf-0030003088,1080567,1982600,,1,,,,,,,1,,,,,,,1,,,,,,,,1,,,,,1,1,,,,
360G-blf-0030000866,298573,,,1,,,,,,,,,,,,,,,,1,,,,,,,,,,,,1,,,,
360G-blf-0030075559,SC009859,273226,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
360G-blf-0030080253,SC018866,4754,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
360G-blf-0030080026,SC029281,44900,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
360G-blf-0030075186,SC018224,712666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
360G-blf-0030080168,SC035705,8238,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
360G-blf-0030080306,SC005467,657582,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
360G-blf-0030075380,SC008211,9563,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
360G-blf-0030080078,SC035822,853,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
360G-blf-0030080199,SC034585,129388,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
360G-blf-0030080155,SC021093,19793,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
360G-blf-0030075636,SC032387,21200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
360G-blf-0030075103,SC025484,156518,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
360G-blf-0030080211,SC035606,9420,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
360G-blf-0030079998,SC023077,8910,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
360G-blf-0030075334,SC024891,14181,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
360G-blf-0030074847,SC000296,359034,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
360G-blf-0030075364,SC000312,553373,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
360G-blf-0030075962,SC011901,512237,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
360G-blf-0030080063,SC009898,1929247,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
360G-blf-0030005519,1062135,,,1,,,,,,,1,,,1,,,,,,1,,,,,,1,,,,,1,,,,1,
360G-blf-0030000328,1107894,20759,1,1,1,1,1,,,,,1,,,1,,,,,1,,1,1,,,,,,,1,1,,,,,
360G-blf-0030005952,1082024,53695,1,1,1,1,1,,,,1,1,,,1,,,,,1,1,1,,1,1,1,,,,1,1,1,1,,,
360G-blf-0030000257,1128663,,,1,,1,,,,,1,,,,,,,1,,,,1,,,,,,,,,,1,,,,
360G-blf-0030005693,1007620,317664,,1,,,,,,,1,,,,1,,,,,1,1,1,,1,1,1,,,,,1,1,1,,,
360G-blf-0030000130,1003790,604395,,1,,,1,,,,,,,,,,,,,1,,,,,1,,,,,1,1,1,1,,,
360G-blf-0030005521,1152617,356086,,,,1,,,,,,,,,,,,,,1,,1,,,,,,,,,,1,,,,
360G-blf-0030000304,900522,67751,,,,,,,,,,,,,,,,,1,,1,1,,,,,,,,,1,1,,,1,
360G-blf-0030000289,1130234,81191,,1,,1,,,,,1,1,,,,,,,,1,,1,,,,,,,,1,,1,,,,
360G-blf-0030006066,1119174,9828,,1,,,,,,,,,,,,,,,,1,,,,,,,,1,,,,,,,,
360G-blf-0030001601,1140297,8396,1,,1,1,,,,,1,,,1,1,,,,,1,1,1,1,1,,1,,,,,,1,1,,1,
360G-blf-0030000412,302824,9222,1,1,,,,,,,1,1,,,,,,1,,1,1,,,1,,1,,,,,1,,,,,
360G-blf-0030002673,1029550,84271,,1,,,,,,,,,,,1,,,,,1,,,,,,,,,,,1,1,,,,
360G-blf-0030001380,1099322,,,1,,,1,,1,,,,,,,,,,,,,,,,1,,,,,1,,1,1,,,
360G-blf-0030001284,273989,10531,,,,,,,,,1,,,1,1,,,,,1,1,,,1,1,,,,,,,,1,,,
360G-blf-0030000275,1080161,496189,,1,,,1,,1,,,,,,,,,,,1,1,1,1,,,1,,,,,,1,1,,,
360G-blf-0030001632,301735,23885,,1,,,,,,,1,1,,,,,,,,1,1,1,,,,1,,,,,1,,,,,
360G-blf-0030010518,1116698,286780,1,1,1,,1,,,,1,,,,1,,,,,1,,,1,,,1,,,,,,1,1,,,
360G-blf-0030002933,1138188,3250,1,1,,,,,,,,1,,,,,,,1,1,,,,,1,,,,,,,1,,,,
360G-blf-0030000356,1000048,29311,,,,,,,,,1,,,,,,,,,1,,,,1,,1,,1,,,,1,,,,
360G-blf-0030000178,202718,27021,1,,,,,,,,,,,,,,,,,,1,,,,,,,,,1,1,1,1,,,
360G-blf-0030004820,1106745,1081302,1,1,1,1,,,,,,,,,,,,,1,1,1,1,1,,1,,1,,,,1,1,1,,,
360G-blf-0030075160,504650,16156,1,1,,1,1,,,,1,1,,1,1,,,,1,1,1,1,1,1,1,1,,,,,1,1,1,,,
360G-blf-0030080051,524353,11065,1,,,,,,,,,1,,,,,,,,,,,,,1,1,,,,,1,,,,,
360G-blf-0030080209,516382,6950,,,,,,,,,1,1,,,1,,,1,,,,,,,,1,,,,,1,,,,1,
360G-blf-0030076067,234343,2955941,,1,1,1,,,,,,,,,,,,,,1,1,1,,,,1,1,1,,,,1,1,1,,
360G-blf-0030075352,1115946,28734,,,,,,,1,,,1,,,,,,,,1,,,,,,1,,,,,1,,,,,
360G-blf-0030075272,1099766,98873,1,1,,,,,,,,1,,,,,,,,1,,,,,,,,,,1,1,,,,,
360G-blf-0030080034,1110127,29964,,,,,,,,,,,,1,,,,,,,,,,,,1,,,,,1,,,,,
360G-blf-0030080256,1098160,7537,,1,,,,,,,,,,,,,,,,,,,,,,1,,,,,1,,,,,
360G-blf-0030080049,523898,9088,1,1,,1,,,,1,1,1,1,,,,,,,1,1,1,,1,,1,,,,1,1,,,,,
360G-blf-0030075504,1124884,15230,1,1,1,1,,,,,,,,,,,,,,1,1,1,1,,,,,,,,1,1,1,,,
360G-blf-0030075032,1080838,155987,,1,,,,,,,,,,1,,,,,,1,,,,,,1,,,,1,,,,,,1
360G-blf-0030080302,1099375,,1,1,,1,1,,,,1,1,,1,1,,,,,1,1,1,,,,1,,,,,1,1,1,,1,1
360G-blf-0030074971,1041392,22956,,1,,,,,,,,1,,,,,,,,1,,,,,,1,,,,1,1,1,1,,,
360G-blf-0030075318,1082205,63,,1,,,,,,,,,,,,,,,,1,,,,,,,,,,1,,1,1,,,
360G-blf-0030080204,230493,2100,,1,,,,,,1,,,,,,,,,,1,1,1,,1,1,1,,,,1,1,,,,,
360G-blf-0030076068,1110116,15238,1,1,,1,,,,,1,1,,,,,,,,1,1,1,,1,,1,,,,,1,1,,,,
360G-blf-0030000791,504760,2856,1,1,,,,,,,,,,,,,,,,1,,,,,,,,,,1,,,,,,
360G-blf-0030005630,509825,12920,1,,,,,,,,,1,,,,,,,,1,1,1,,,,1,,,,,1,1,,,,
360G-blf-0030005817,700948,,,,,,,,1,,,,,,,,,,,,,,,,1,,,,,,1,,1,,,
360G-blf-0030000653,1106656,,,1,,,,,,,,,,,,,,,,1,,,,,,,1,1,,1,,,,,,
360G-blf-0030001413,1150617,2194,1,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,1
360G-blf-0030000244,521290,26971,,1,,,,,,,,,,,,,,,,1,,,,,,,,,,,1,,,,,
360G-blf-0030000263,1090523,,1,1,,1,1,,,,1,1,,1,1,,,,,1,1,1,1,1,,,,,1,1,1,1,1,1,1,
360G-blf-0030000604,222798,842061,1,,,1,,,,,1,1,,,1,,1,,,1,1,1,1,,,,,,,1,1,1,1,,,
360G-blf-0030005518,1118960,77202,,,,,,,,1,1,,,,,,,,,,,,,,,1,,,,,,,1,,,
360G-blf-0030006031,1095392,725809,,1,,,,,,,,1,,,,,,,,1,1,1,,,,1,,,,1,1,1,,,,
360G-blf-0030000377,1109814,816297,1,1,,,1,1,,1,,,,,1,,,,,1,1,,,1,,1,1,1,,1,1,1,,,,
360G-blf-0030005535,516749,8787,1,,,,,,,,1,,,,,,,1,,1,1,,,1,,1,,,,,1,,,,,
360G-blf-0030005493,520356,2231,1,,,,,,,,,,,,,,,,,1,1,1,,,,1,,,,,1,,,,,
360G-blf-0030001222,1107979,33075,1,1,1,1,,,,,,,,,,,1,,,1,1,1,1,,,1,,,,1,,1,1,,,
360G-blf-0030001508,1133526,60501,,1,1,1,,,,,1,,,1,1,,,,,,1,1,,1,,1,,,,,,1,1,,,
360G-blf-0030001178,1117221,,1,1,,,,,,,,,,,,,,,,1,1,1,1,,,,,,,,,,1,,1,
360G-blf-0030006272,1076707,1359316,,1,1,1,1,,1,,,,,,1,,1,,,1,1,1,,,1,,,,,,,1,1,,,
360G-blf-0030005680,1086447,28031,1,1,,,,,,,1,1,,1,1,,,,,,,,,,,1,,,,,1,,,,,
360G-blf-0030000023,1119197,3,,1,,,,,,,,,,,1,,,,,1,1,1,1,1,,,,,,,,1,,,,1
360G-blf-0030005547,1056041,232039,1,1,,,1,,,,,,,,,,,,1,,,,,,,1,,,,,,1,1,,,
360G-blf-0030001266,305969,3013658,,1,,,,,,,,,,,,,,,,1,,,,,,,,,,1,,,,,1,
360G-blf-0030000076,1121950,321727,1,1,1,1,1,1,1,1,1,,,1,1,,1,1,1,1,1,1,1,1,,1,1,1,1,1,1,1,1,1,1,1
360G-blf-0030005440,1004506,29540,,,,,,,,,,,,,1,,,,,1,1,1,1,,,,,,,,,1,1,,,1
360G-blf-0030001493,1115881,49573,1,1,,,,,,,1,,,,,,,,,1,1,1,1,,,1,,,,,,1,,1,,1
360G-blf-0030000968,1123503,12385,1,1,1,,1,1,1,,1,1,,,,,,,,1,1,1,,,,,1,1,1,1,,1,1,,,1
360G-blf-0030005431,1118168,11375,,,,,,,,,,1,,1,,,,,,,,,,,,1,,,,,1,,,,,
360G-blf-0030000759,1078554,4033,,1,,,,,,,1,1,,,1,,,,,,1,,,,1,,,,,,,,,,,1
360G-blf-0030004973,277810,3522745,,,,1,,,,,,1,,,,,,,,1,1,1,,,,1,,,,,1,,,,,
360G-blf-0030010060,512915,66179,,1,,,,,,,,,,,,,,,,1,,,,,,,1,,,1,1,,,,,
360G-blf-0030000418,523038,11811,,,,,,,,,1,1,,,1,,,,,1,1,,,,,1,,,,,1,,,,,
360G-blf-0030001357,1099016,6258,,1,,,,,,,,1,,,,,,,,1,1,,,,,1,,,,1,,,1,,,
360G-blf-0030000028,228257,13598,1,1,1,,,1,,,,,,1,,,,,,1,1,1,,,,1,,,,,1,1,,,,
360G-blf-0030000547,522441,408913,,1,,,,,,,,1,,,1,,,,,1,,1,,1,,1,,,,,,1,,,1,1
360G-blf-0030001358,513503,0,1,,,,,,,,,,,,,,,,,1,1,,,1,,,,,,,,,,,,1
360G-blf-0030001456,1044219,10393,,1,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,1
360G-blf-0030001361,1118218,290931,,1,,,,,,,1,1,,,,,,,,1,,,,,,,,,,,,1,,,,
360G-blf-0030001272,1081217,17519,1,1,1,1,1,,,,1,,,,,,1,1,1,,1,1,1,1,1,,,,,,1,1,1,,,1
360G-blf-0030006095,219279,161317000,1,1,1,1,1,,1,,,,,,1,,,,,,,,,,1,,1,1,,1,1,1,1,,,1
360G-blf-0030000372,1081254,11947,1,,,,,,,1,1,,,1,,,,1,,1,1,,,,,1,,,,1,1,,1,,,
360G-blf-0030001671,1079009,23664,,1,,1,1,,,,,,,,,,,,1,,,1,,,1,,,,,1,,1,1,,,
360G-blf-0030005063,1113171,556918,,1,,,,,,,,,,,,,,,1,1,,,,,,,,,,1,,1,,,,
360G-blf-0030000459,1116041,5146,,1,,,,,,,1,1,,1,,,,,,,1,,,,,,,,,,,,1,,,
360G-blf-0030005980,306003,1171543,,1,,,,,,,,1,,,,,,,,1,,,,,,,,1,,1,,,,,,
360G-blf-0030004926,1116033,,,,,1,,,,,1,,,,,,,,,,,1,,,,,,,,1,1,,,,,
360G-blf-0030000647,1056248,,,1,,,,,,,,,,,,,,,,1,,,,,,,,,,,,1,,,,
360G-blf-0030004782,1102879,678185,1,1,1,1,,,,,1,,,,1,,,,,1,1,1,1,,1,1,,,,,,1,1,,,1
360G-blf-0030000282,1118459,11725,,1,1,1,1,,1,,1,1,,,1,,,,,1,1,1,,1,,,,,,1,,1,1,,1,
360G-blf-0030000844,301183,3809,1,1,,,,,,,,1,,,1,,,,,1,1,,,,1,1,,,,,1,,,,,
360G-blf-0030005686,508730,33224,1,,,,,,,,1,,,,,,,,,1,,,,1,,1,1,1,,,,,,,,1
360G-blf-0030000853,1120869,136550,,1,1,,1,,,,,,,,1,,,,,1,1,1,1,1,,1,,,,1,1,1,1,,,
360G-blf-0030001455,228210,20283,1,1,,,,,,,,1,,1,,,,1,,1,1,,,,1,1,,,,,1,,,,,
360G-blf-0030000943,1056764,77503,1,1,1,,1,,,,1,1,,1,1,,,1,1,1,1,,1,,,1,,,,,1,1,1,,,1
360G-blf-0030000785,200424,1965873,1,1,1,1,1,,1,,,,,,,,,,,1,1,1,,1,,1,1,,,1,1,1,1,,,
360G-blf-0030000702,289661,3064,,1,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,1,,,
360G-blf-0030001159,312162,4164112,,1,,,,,,,1,,,,,,,,,1,1,1,1,1,1,1,,,,,1,1,,,,
360G-blf-0030000173,1150401,127385,1,1,1,1,1,1,1,,,,,,1,,1,1,,1,1,1,1,1,,1,,,,,,1,1,,1,1
360G-blf-0030000029,1076843,,1,1,1,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,1,,,
360G-blf-0030000730,293240,10368,,,,,,,,,1,,,,,,,,,,,,,,,1,,,,,,,,,,1
360G-blf-0030000000,800685,821854,,,,1,,,,,,,,,,,,,,,,1,,,,,,,,,,1,1,,,1
360G-blf-0030000703,1109286,5984,1,,,,,,,,1,,,,,,,,,1,1,,1,,,,,,,,,1,,,,
360G-blf-0030001118,305518,4248,,,,,,,,,,,,,,,,,1,,,,,,,1,,,,,,,,,,1
360G-blf-0030000294,1119588,309473,1,1,,1,1,,,,,,,1,1,,,1,,,1,1,,1,,1,,,,1,,1,1,,1,
360G-blf-0030000626,1120160,23597,1,1,,,1,1,,,1,1,,,,,,,,1,1,1,1,,,,,,,1,,1,1,,,
360G-blf-0030000026,1112283,,,1,,,,,,,1,,,1,,,,,,1,,,,,,1,,,,1,,,,,1,
360G-blf-0030001410,513572,11478,1,,,,,,,,,1,,,,,,,,1,1,1,,1,,1,,,,,1,,,,,
360G-blf-0030000145,1087907,3592,1,1,,1,,,,,,1,,,,,,,,1,1,1,,,,,,,,,,1,,,,1
360G-blf-0030006041,1023348,66996,,1,,,,,,,,,,,,,,,,1,,,,,,,,,,1,1,1,,,,
360G-blf-0030000309,1072841,826477,1,1,,,1,,,,,,,,,,,,,1,1,1,1,1,1,1,,,,,,,1,,,
360G-blf-0030005975,1135774,175632,,,,,,,,,,1,,,,,,,,1,,,,,,,,,,,,1,,,,
360G-blf-0030006023,300538,80797,,1,,,,,,,,,,,,,,,,1,,,,,,,,,,1,1,,,,,
360G-blf-0030000127,222875,345528,1,,,,,,,,,,,,,,,,,,1,,,,,,,,,1,,1,1,,,
360G-blf-0030005030,801391,196148,,1,1,1,,,,,,,,1,,,,,,,1,1,,,,,,,,1,1,1,,,,
360G-blf-0030005542,1079521,144379,,1,1,,,,,,1,,,,,,,,,,,1,1,,1,,,,,,,1,1,,,1
360G-blf-0030000696,1089870,463500,,1,,,1,,,,,,,,1,,,,,,,,,,1,,,,,,1,,1,,,
360G-blf-0030001040,1023440,21999,,1,,,,,,,,,,,,,,,,1,,,,,,,,,,,,1,,,,
360G-blf-0030001402,1070112,788658,,1,,1,,,,,,,,1,1,,,1,,1,1,1,,,,,,,,,,1,1,1,,
360G-blf-0030001068,1077616,78264,1,1,,,,,,,1,,,,1,,,,,1,1,1,1,1,1,1,,,,1,,1,1,1,1,
360G-blf-0030006068,1071955,122910,1,1,,,1,,,,,,,,,,,,1,1,1,1,,,1,,,,,,1,1,1,,,1
360G-blf-0030006141,505920,11889,1,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,1
360G-blf-0030000279,1035820,2635535,1,,,,,,1,,,,,,,,,,,1,,,,,1,,,,,1,1,1,,,,
360G-blf-0030000210,509021,62560,,,,,,,,,,,,1,,,,,,,,,,,1,,,1,,,,,,,,
360G-blf-0030000805,1117114,51657,,1,1,,,,,,,,,,,,,,,1,1,1,,,,1,,,,1,,1,,,,
360G-blf-0030005052,230653,9383,1,1,1,,,,,1,1,1,,1,,,,,,1,1,,,1,,1,,,,,1,,,,,
360G-blf-0030006032,1064344,12050,,1,1,1,,,,,1,,,,,,,,,1,1,1,,,,,,,,,,1,,,,
360G-blf-0030006092,1087350,20467,,1,,,,,,,1,,,,,,,,,1,1,1,1,1,,1,,,,,,,,,,1
360G-blf-0030000232,1067323,734401,,1,,,,,,,,,,,,,,,,1,,,,,,,,,,,,1,,,,
360G-blf-0030000936,1099297,,1,1,1,,1,,1,1,1,1,,,1,,,,1,1,1,,1,1,1,1,,,,1,,1,1,,,1
360G-blf-0030006158,1116453,,,,,1,,,,,,,,,,,,,,,,1,,1,,,,,,,,1,1,,,
360G-blf-0030001083,1118332,,1,1,,,,,,,,,,,,,,,,1,,1,1,1,,,,,,1,1,1,1,1,1,
360G-blf-0030005968,1077593,,1,1,,,,,,,,,,,1,,,,,1,1,1,1,1,1,1,,,,,,,1,1,1,
360G-blf-0030000139,1115356,39502,1,,1,1,1,,,,,,,,,,,,,1,,1,1,,,1,1,1,,,,1,1,,,
360G-blf-0030000888,1093868,54691,,1,,1,,,,,1,,,,,,,,,1,1,1,,1,,1,,,,1,1,1,,,,
360G-blf-0030000421,1118588,,1,1,,1,1,,1,,,1,,,,,,,,1,1,1,1,,,,,,,,,1,1,,,
360G-blf-0030000182,1062149,570575,1,,,,,,,,,,,,,,,,,1,1,1,,,1,,,,,,,1,1,,,
360G-blf-0030000371,1105012,958,,1,,,,,,,,,,,,,,,1,1,,,,,1,,,,,,,1,,,,
360G-blf-0030000067,516981,191143,,1,,1,,,,1,,1,,1,,,,1,,1,1,1,1,1,,1,,,,,1,1,1,,1,
360G-blf-0030005364,290218,1498239,,,,,,,,,1,,,,,,,,,1,,,,,,1,,,,,,1,,,,
360G-blf-0030000893,256391,,1,1,,,,,,,,1,,,,,,,,1,,,,,1,,,1,,1,,,,,,
360G-blf-0030000085,1045300,,1,,,,,,,,,,,,,,,,1,1,1,1,1,,,1,,,,1,,1,1,,,
360G-blf-0030000080,1116312,354966,1,1,1,,,,,,1,1,,1,1,,,,,1,,,,,,,,,,,1,1,1,1,1,
360G-blf-0030000867,803276,,,,,1,,,,,,,,,,,,,,,,1,,,,,,,,,,1,1,,,
360G-blf-0030002644,1107343,263011,1,1,,,1,,,,1,1,,1,1,,,,,,,,,,,1,,,,1,1,1,1,1,1,
360G-blf-0030005762,1090789,481801,1,1,,1,,,,,1,1,,1,,,1,,,1,,1,,1,,,,,,1,1,1,1,1,1,
360G-blf-0030006001,270746,53244,,1,1,,1,,,,1,,,,1,,,1,,1,,,,,1,,,,,,1,1,1,,,
360G-blf-0030000496,1115240,5151,1,,,,,,,,,,,,,,,,,1,,,,,,,,1,,,,,,,,
360G-blf-0030000175,1117588,97640,,1,1,,1,,,,,,,,,,,,,,,1,,1,1,1,,,,,,1,1,,,
360G-blf-0030000312,1124109,112504,,1,1,,1,,,,,,,,,,,,,1,,,,,1,,,,,,,1,,,,
360G-blf-0030000231,501904,324353,,,,,,,,,1,,,,,,,,,,,,,,,1,,,,,1,,,,,1
360G-blf-0030001146,271519,5088811,,1,,1,,,1,,,,,,,,,,,1,1,1,,,,,,,,1,1,1,1,,,
360G-blf-0030000081,1116793,535972,1,1,1,,,,,,1,,,1,,,,,,1,,1,1,1,,1,,,,,1,1,,,,1
360G-blf-0030001386,1079042,319836,1,1,,,,,,,,,,,,,1,,,1,,,,,1,,,,,,,1,1,,,1
360G-blf-0030000443,1128480,15793,1,1,,1,,,,,1,1,,1,1,,,,,1,1,1,,1,,1,,,,,1,1,,,1,
360G-blf-0030001412,235468,29493577,1,1,,,1,,1,1,,,,,,,,,,1,1,,,,,1,,1,,1,1,1,,,,
360G-blf-0030005911,278159,18263,1,1,,,,,,,1,1,,,,,,,,1,1,,,,,1,,,,,1,,,,,
360G-blf-0030001073,1102012,310120,1,1,,,1,,,,1,,,,1,,1,,1,1,1,1,1,1,1,1,,,,1,1,1,1,,,1
360G-blf-0030000984,200942,3667,1,1,,1,,,,1,1,1,,,,,,,,1,1,,,,,1,,,,,1,,,,,
360G-blf-0030000889,1056310,172493,,1,1,,,,,,,,,,,,,,,1,1,,,,,1,,,,,1,1,,,,
360G-blf-0030001451,1054134,579982,,,1,1,1,,1,,,,,,,,,,,,,,,,,1,,,,,,,1,,,
360G-blf-0030001383,516626,10297,,1,,,,,,,,,,,1,,,,,,,,,,,1,,,,,1,,1,,,
360G-blf-0030000408,274419,9857,,1,,,,,,,1,,,1,,,,,,1,,,,,,1,,,1,1,,1,,1,,
360G-blf-0030005677,1042581,193634,1,1,,,1,,1,,,1,,,,,,,1,1,1,1,,,,1,1,1,,1,,,1,,1,1
360G-blf-0030000252,268172,0,1,,,,,,,,,,,,1,,,,,1,1,1,,1,1,,,,,,1,,1,,,
360G-blf-0030004652,1001037,12139,,,1,,,,,,,,,,,,,,,,,1,,,,,,1,,,,,,,,
360G-blf-0030001666,1128595,,1,1,1,1,1,,,,,,,,1,,,,1,1,1,1,1,1,,1,,,,1,,1,1,1,1,1
360G-blf-0030000406,249219,636285,,1,,,,,,,1,,,,,,,,,,,,,1,,1,,1,,,,1,1,,1,
360G-blf-0030000143,512764,9371,,1,,,,,,,1,,,,,,,,,,,,,,,1,,,,,1,,,,,
360G-blf-0030000621,500640,14160755,1,,,,1,,1,,,,,,,,,,,,,,,,1,,,,,,,1,,,,
360G-blf-0030000052,1087917,0,,1,1,,,,,,1,,,1,1,,,,,,,,,,,1,,,,1,1,,1,1,,
360G-blf-0030000212,1105615,186855,1,1,,,,,,,,,,,1,,,1,1,1,1,1,,,1,1,,,,1,1,1,1,,,1
360G-blf-0030005685,702955,3428,,1,,,,1,,,1,1,,,,,,,,1,,,,1,,,,1,,,,,,,,
360G-blf-0030000383,1101786,0,,1,,,,,,,,,,,,,,,,1,,1,,,,,,1,,,1,,,,,
360G-blf-0030000227,1102635,,,1,,1,,,,,1,,,,,,,,,,,1,,,1,1,,,,,,,1,,,
360G-blf-0030000883,1082654,,1,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,1,,,
360G-blf-0030005506,298425,8683,,1,,,,,,,1,,,,,,,,,,,,,,,1,,,,,,1,,,,
360G-blf-0030001551,1033998,11417,,,,,,,,,,1,,,,,,,,,,,,,1,,,,,,1,,,,,
360G-blf-0030001375,300019,15012,1,1,,,,,,,,1,,,,,,,,,,,,,1,,,,,1,1,,,,,
360G-blf-0030001110,1100831,141257,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,1,,,,
360G-blf-0030001279,1071393,,,,,,1,,,,,,,,1,,,,,,,1,,,,1,,,,,,,,,,1
360G-blf-0030000863,301289,20898,,,,,,,,,1,1,,,1,,,,,1,1,,,1,,1,,,,,1,,,,,
360G-blf-0030000728,278713,21617,1,,,,,,,,1,,,,,,,,,,,,,,,1,,,,,,,,,,1
360G-blf-0030000213,1088751,34320,,1,,1,,,,,,,,,1,,,,,,,1,,1,,,,,,,,,1,,,
360G-blf-0030005559,1104746,61031000,1,1,1,1,1,,1,,,,,1,1,,1,,,1,1,1,1,1,1,1,,,,,1,1,1,,,
360G-blf-0030000435,1083211,500190,,1,,1,1,,1,,,,,,1,,,,,1,1,1,,,,1,,,,,,,1,,,
360G-blf-0030000066,291542,6109,1,,,,,,,,,1,,,1,,,,,,,,,,,1,,,,,,1,,,,1
360G-blf-0030001243,1102385,30201,,1,,,,,,,,,,,1,,,1,,1,,,,,,1,,,,,1,,,,,
